X1,X2,X3,X4,y,y_fit
0.1914470844571281,0.03819337135150802,0.6074178108720669,0.4145841369758819,64.443439863301,1.8091787141459752
0.7586529492430261,0.5365177380716337,0.6560003817255494,0.36034155302921755,18.30137959857266,1.2624838290454063
0.43834987265310876,0.8043397048222797,0.21024526639869967,0.15129481609432094,0.1129397953712203,-0.9471530034703134
0.7060508340594309,0.5341919611519633,0.2642433451718953,0.48208754903709394,4.210898128938665,0.6243747349906863
0.8364779930351233,0.19360964686178006,0.6638926969585176,0.7856488828898288,258.3705254462536,2.412242968432333
0.6834322498676915,0.11866264178849073,0.8290459096967396,0.5675766059352313,78.43438888779464,1.894506517144755
0.553621479516824,0.6673499787364745,0.3238058191550842,0.8148697537245304,57.57153693261287,1.7602078235569785
0.35235626946595233,0.32224153197183136,0.11697936758857319,0.4731125215557709,109.5718755614928,2.0396990956093743
0.15378570594381347,0.7293816904129607,0.4225984366784806,0.4430741656488165,8.847991759070865,0.9468447094633676
0.46344226738528294,0.630024510146729,0.10790645581865044,0.957643898670113,233.22361017104996,2.367772513702633
0.6774911484129013,0.3585095065455117,0.47959222446529515,0.07288048110014078,24.423088313942344,1.3878005798750317
0.5839734124984879,0.1472426461525712,0.34809746209352754,0.4286146510285499,64.42014681963983,1.8090217102832185
0.3068887187315784,0.3168781265532129,0.6226344812966896,0.09539905810631732,63.47671578508436,1.8026144487489633
0.5111417749497505,0.8179569972191587,0.7287104181315311,0.1123536230961304,79.72912992694343,1.9016170247231186
0.4389333758453766,0.7740917616539319,0.37816708638741714,0.933696206815422,355.8068177560159,2.551214265517015
0.22418902330288348,0.8464804904862864,0.8794841797090803,0.8785156842249731,1088.8596181962705,3.036971891718443
0.7252617231526987,0.47987048629522777,0.08894684260658514,0.7597602201100938,28.866751637393822,1.4603979156670934
0.35548160950061236,0.639619366711706,0.41761767886414536,0.12260383967133603,45.181570346703786,1.6549613213399041
0.11987922582428101,0.8625403059525095,0.6433313263318788,0.8498038287021323,431.6127567592104,2.6350942722209245
0.12688467007850324,0.15342962125134962,0.770162187580243,0.19051810509577394,9.972331894593824,0.9987967240627872
0.666182,0.749391,0.999385,0.9953,2867.6792183903576,3.4575305690757623
0.403289,0.470755,0.987618,0.997529,1668.2684613433134,3.222265939526206
0.875312,0.930211,0.964953,0.952172,4577.199237737897,3.660599816942686
0.941072,0.956457,0.998738,0.907609,5579.400511635938,3.7465875379205364
0.983351,0.998849,0.985499,0.254646,4030.197618410109,3.605326342042057
0.97109,0.908441,0.971408,0.887276,4775.98680128408,3.679063117925037
0.978882,0.989025,0.960622,0.895234,5871.437082265459,3.7687444113860877
1.0,1.0,1.0,0.85,6495.081886649601,3.8125846308048716
1.0,1.0,1.0,0.97,8115.434723142181,3.909311788833231
