0.6049944525,0.2922150196,0.9084527476,0.3555062420,0.2016687193,0.5753380053,0.3103109513,0.7342813770
0.1780069589,0.5662226540,0.9948618446,0.2103250061,0.3201526569,0.7079087917,0.6353844889,0.1071316266
0.0090769767,0.8116261525,0.5205203598,0.0756866752,0.2651118251,0.0916516894,0.5924151454,0.3673202622
0.5060281642,0.6537301230,0.3634107792,0.1779810485,0.0937283044,0.1974253306,0.7558269003,0.2924723387
0.3599092642,0.2490756790,0.4959971702,0.7092149806,0.1149871947,0.2892069208,0.5572951508,0.5938817263
0.7788183442,0.0034194995,0.3379831297,0.5195277782,0.8209069932,0.5372466891,0.5513470980,0.6600320863
0.9086493218,0.0622496998,0.2382595456,0.7666035450,0.1323359624,0.9902438144,0.6880678220,0.7424959411
0.5863714437,0.8807357258,0.7450207520,0.5460348489,0.0096488780,0.7489917633,0.2309070697,0.0979156228
0.7611373256,0.8546723900,0.3821243305,0.3373519834,0.6897083205,0.3098530521,0.6313796832,0.0419560695
0.9849332024,0.6995062575,0.9988854969,0.1801484565,0.5801431475,0.2310871907,0.4908269360,0.3136827199
0.1120713135,0.4377356633,0.5965987845,0.5927756333,0.2269817703,0.4101045186,0.9212375770,0.6747527590
0.7918875084,0.5761913365,0.6945283586,0.2834237820,0.1367554608,0.2791618613,0.8427672639,0.6253279221
0.1435502958,0.9374145151,0.2323248182,0.0090434854,0.4145789302,0.4093251688,0.5537785220,0.2058408004
0.7699165478,0.4587590882,0.5590004449,0.6946044410,0.5031990219,0.7283463834,0.7842535335,0.6631310871
0.0564474111,0.0659555534,0.0229286780,0.0387864724,0.4039354405,0.8010553292,0.4883070069,0.8930849765
0.8624374452,0.4827338218,0.2818693975,0.5441022270,0.8874902597,0.3826546934,0.6019019932,0.4764616899
0.3515119036,0.5900649416,0.9094363038,0.6784083545,0.2128256557,0.0884603803,0.4101529952,0.1957242918
0.7359036383,0.0346118895,0.7280302688,0.1474265222,0.2957431391,0.4451173081,0.9751796858,0.3743397838
0.6802939736,0.2551046463,0.8621879853,0.1343958210,0.3263292003,0.2879068709,0.4350104839,0.3642001264
0.0443292532,0.0135814872,0.2581982402,0.5776441630,0.0512799230,0.1585630713,0.5910301241,0.0779529335
0.7783454804,0.7511456517,0.3141422083,0.9029857747,0.3353816563,0.3863226690,0.7489724863,0.9887551043
0.8988871114,0.5236417047,0.8767832550,0.2186964491,0.9002608940,0.2827662446,0.9110779101,0.4723982183
0.1451202858,0.1193275403,0.4208882245,0.3876086068,0.1554228326,0.8751716261,0.5105596718,0.7286105792
0.3389544187,0.5669320176,0.3767510983,0.0989157290,0.6594516874,0.2455480897,0.7624827837,0.7321534671
0.1761500181,0.2939614279,0.9756799660,0.7939363060,0.9234007620,0.0308422938,0.8032545237,0.5958975826
0.0289466302,0.0282790578,0.4813715546,0.6131746001,0.6726604484,0.0221134069,0.6014833019,0.5248850530
0.1926398678,0.6306772792,0.4167958366,0.4905292886,0.7960860235,0.6545670650,0.2762411926,0.2955175859
0.9431850170,0.2188506183,0.7211840814,0.4245970724,0.9869019996,0.5351829838,0.7147431768,0.9600937202
0.5327214008,0.8336925971,0.0713990037,0.1168114830,0.7306931104,0.9373755914,0.8665079815,0.1279019989
0.4470958413,0.8439525267,0.7295461151,0.6391513778,0.4092871366,0.1326456941,0.0359088762,0.4468384701
0.3822249653,0.5571358370,0.8531016337,0.3337956919,0.2657212719,0.4808729162,0.2376470624,0.7686319560
0.5328195297,0.8623084840,0.5382671189,0.0494429349,0.7197011888,0.9067058988,0.1082309433,0.5253479127
0.3948651872,0.3318016662,0.7407543009,0.6978617249,0.7374044391,0.7837768102,0.2544954606,0.8711455103
0.9859453896,0.8730536287,0.0703926194,0.0535872927,0.7341529581,0.5202585217,0.8110400448,0.1033603648
0.9645733865,0.9739797875,0.6637533509,0.6622159916,0.6731216722,0.9052376240,0.4588746240,0.5609175023
0.4720707085,0.1682026450,0.0864275662,0.4526555127,0.4806192203,0.6224394887,0.9289744624,0.1125362672
0.8560069526,0.6388937043,0.3261920223,0.6685031149,0.2402983691,0.2102988903,0.1675463622,0.9635898632
0.8100317362,0.6350460409,0.2695475795,0.8696053381,0.6619215897,0.2522587265,0.7656700328,0.8905486670
0.7962525237,0.0070365325,0.3556973804,0.4875660526,0.7405196151,0.7066501025,0.9929144949,0.3817343673
0.4812453309,0.1024607209,0.2194859389,0.6773223694,0.2475091869,0.2443408582,0.1638245274,0.7159616402
0.0400080000,0.0898630000,0.1095800000,0.3480440000,0.9872370000,0.6043060000,0.2195560000,0.1720140000
0.1172020000,0.1391020000,0.2937970000,0.0820930000,0.9191150000,0.1938060000,0.0715410000,0.0360740000
0.2715010000,0.3269420000,0.1036420000,0.1705790000,0.9492140000,0.3536610000,0.2565640000,0.1377190000
0.1050300000,0.0774980000,0.1740710000,0.0486950000,0.9057410000,0.6320470000,0.3083740000,0.3620100000
0.4519240000,0.4761790000,0.0990830000,0.6123610000,0.6072320000,0.5765910000,0.1887240000,0.2232540000
0.0947330000,0.1561730000,0.1279160000,0.0865800000,0.9449310000,0.6121290000,0.2159500000,0.3028230000
0.1517730000,0.1798930000,0.1706270000,0.0841350000,0.9361070000,0.6087990000,0.2545400000,0.3252620000
0.1260190000,0.1803230000,0.1238660000,0.0026960000,0.9793660000,0.5979170000,0.3116690000,0.3499850000
0.1075420000,0.1605280000,0.1093530000,0.0961750000,0.9708700000,0.5587580000,0.1748780000,0.3440190000
