X1,X2,y,y_fit
0.6657995800131589,0.12396912767534907,0.5389961189269181,0.5389961189269181
0.8777909889953304,0.7786275008473289,0.42058623962798264,0.42058623962798264
0.14269907423594608,0.34900513057320015,-0.06562362443733738,-0.06562362443733738
0.8452754286767249,0.7111202665952655,0.293992912410866,0.293992912410866
0.45464714105124415,0.2904551797740609,0.2149645101004509,0.2149645101004509
0.5777128444074784,0.7719731841154063,0.023105549798190586,0.023105549798190586
0.4381660616117107,0.6850182567997548,0.24461934400448035,0.24461934400448035
0.34174959302885033,0.028697719822277867,0.0387490151561584,0.0387490151561584
0.33864815688701766,0.21386724563864368,-0.013857618149729824,-0.013857618149729824
0.7026365569244406,0.9265641975455574,0.6112052157614438,0.6112052157614438
0.70707,0.0,0.5643724416642837,0.5643724416642837
0.686869,0.0,0.5925376373919705,0.5925376373919705
0.787879,0.979798,0.15915162970898009,0.15915162970898009
0.7,0.02,0.633053732246813,0.633053732246813
0.730023,0.546276,0.3925180906582846,0.3925180906582846
0.673367,0.050251,0.48559505859870156,0.48559505859870156
0.653266,0.934673,0.48344745313225623,0.48344745313225623
0.718593,0.874372,0.6019047086429541,0.6019047086429541
0.708809,0.892037,0.5097920158034481,0.5097920158034481
