0.8969810544,0.7256279703,0.1754043089,0.7016943694
0.8893563957,0.4995878554,0.5392688578,0.5087834391
0.2509462428,0.0336931305,0.1453800247,0.4949324206
0.3469620609,0.0062504002,0.7605636064,0.6130235572
0.1248711812,0.1297701931,0.3844004830,0.2870761011
0.8013027073,0.5002310937,0.7066445600,0.1951028410
0.2477082619,0.0604454273,0.0421863451,0.4413242505
0.7467022421,0.7570915044,0.3693530596,0.2065662810
0.4006650272,0.0725742511,0.8867682538,0.2438422898
0.6260705962,0.5867512593,0.4388057822,0.7788576938
0.9571352931,0.5976443830,0.7661138516,0.7762099053
0.7328124260,0.1452499790,0.4768127176,0.1333657340
0.6551154792,0.0723918269,0.6871517458,0.0815165642
0.2197344292,0.8320313351,0.4828641625,0.0825692306
0.4885941895,0.2119650956,0.9391779074,0.3761917259
0.1671304856,0.8765545583,0.2172395450,0.9598009846
0.2169111881,0.1660858290,0.2413722564,0.7700624757
0.3874878367,0.8045322582,0.7517954828,0.7238274385
0.9856218930,0.6669326785,0.1567832825,0.8565348007
0.0378248285,0.6648533465,0.1619821750,0.2539237802
0.6834863849,0.9027701031,0.3354198256,0.9994825612
0.1703473054,0.7569590826,0.2765204861,0.5312314975
0.8596569193,0.9195923220,0.2061387279,0.0977968310
0.2821383682,0.5059869121,0.5305308425,0.0963016230
0.3260757848,0.4723669037,0.4531919956,0.1058873384
0.9483893624,0.8945130080,0.8516378174,0.5521962864
0.6649553897,0.0465662767,0.1167774694,0.7937177796
0.5777656144,0.4287717415,0.4258258675,0.2490074147
0.7386130140,0.4821026344,0.7093664425,0.5039700139
0.8548107968,0.4939646196,0.7353099750,0.8080920127
0.4327630000,0.4494010000,0.4127880000,0.4411530000
0.4426690000,0.4580350000,0.3164870000,0.4671930000
0.3459460000,0.3928170000,0.4730820000,0.4221200000
0.0236250000,0.4892200000,0.9484510000,0.9737740000
0.4242490000,0.4006240000,0.4536630000,0.4551160000
0.3726450000,0.4792730000,0.4617310000,0.4130550000
0.4125480000,0.4015520000,0.4054570000,0.4395050000
0.4021290000,0.3889570000,0.4177300000,0.4425610000
0.3923330000,0.3537030000,0.3981260000,0.4378570000
